"","X801010.SI","X801020.SI","X801030.SI","X801040.SI","X801050.SI","X801080.SI","X801110.SI","X801120.SI","X801130.SI","X801140.SI","X801150.SI","X801160.SI","X801170.SI","X801180.SI","X801200.SI","X801210.SI","X801230.SI","X801710.SI","X801720.SI","X801730.SI","X801740.SI","X801750.SI","X801760.SI","X801770.SI","X801780.SI","X801790.SI","X801880.SI","X801890.SI","X801010.SI.1","X801020.SI.1","X801030.SI.1","X801040.SI.1","X801050.SI.1","X801080.SI.1","X801110.SI.1","X801120.SI.1","X801130.SI.1","X801140.SI.1","X801150.SI.1","X801160.SI.1","X801170.SI.1","X801180.SI.1","X801200.SI.1","X801210.SI.1","X801230.SI.1","X801710.SI.1","X801720.SI.1","X801730.SI.1","X801740.SI.1","X801750.SI.1","X801760.SI.1","X801770.SI.1","X801780.SI.1","X801790.SI.1","X801880.SI.1","X801890.SI.1"
"801150.SI",0.56183596910951,0.189101287091635,0.440752265153999,0.574850077845701,0.351300602857704,0.855048035151058,0.728336562304522,0.249368441006556,0.303160316782879,0.571387034611982,1,0.33518089050743,0.400655548939877,0.495018788428658,0.498263246925719,0.571592753349009,0.525240842073845,0.464956729375715,0.299993952508378,0.63551033210235,0.404974301952692,0.487141268509835,0.66813847766207,0.492812773015455,0.378415518011547,0.235501704114607,0.576061240227455,0.485852084994802,-1,-213,0,-282,-142,-1,0,-1,-1,-1,0,-1,-300,269,-1,-2,-4,-135,-299,-2,-172,1,2,-1,112,-278,-3,-151
"801160.SI",0.245612304259313,0.0317496657834679,0.401973870077214,0.323489137614017,0.0504510234158502,0.168102665974478,0.181507889508168,0.00639268535702599,0.352919995077444,0.338536975492124,0.33518089050743,1,0.596266463749166,0.596470313328391,0.350731303518192,0.313224391235408,0.249876568307972,0.0304174030526136,0.612186870443644,0.37333483929785,0.301999573848877,0.51776301088006,0.52675001062132,0.557286229181635,0.184468661250759,0.426704722512735,0.333538878420231,0.145084243921509,1,-214,4,-275,-176,300,300,300,-300,-300,1,0,0,-125,-300,297,-300,-119,4,-2,2,3,2,2,300,114,-227,2
"801170.SI",0.358115441108342,0.106487522775158,0.39788316304528,0.620021951215318,0.167960093081262,0.386737136869379,0.425115347587711,-0.0473192796111757,0.627170738153089,0.642418412323576,0.400655548939877,0.596266463749166,1,0.419985070753553,0.536974289180983,0.450932133125661,0.47076199326476,0.204287678277603,0.46349065946095,0.390708962144082,0.596031664638543,0.752622706251292,0.622669203634755,0.583715130242017,0.141494152382397,0.609271549917468,0.444472230043061,0.422495157087537,-94,-211,-133,31,-168,287,300,-300,-122,1,300,0,0,-133,2,275,0,-129,0,2,7,11,300,4,300,129,232,3
"801180.SI",0.507253077165445,-0.070410563582495,0.320526204952463,0.490858509079391,0.00708712536767861,0.518422366038883,0.339042278560876,-0.0145352231302035,0.351815210341893,0.457394119786304,0.495018788428658,0.596470313328391,0.419985070753553,1,0.514577662949558,0.378063610605669,0.38422156193641,0.232730526822853,0.664908484572804,0.519854251501929,0.308319133235027,0.466613268600651,0.336330588064212,0.433303753717633,0.296585686914982,0.319007337838362,0.379543517319747,0.399021488735125,-289,-52,-260,283,-300,-268,-255,-283,-281,-271,-269,125,133,0,-283,-276,-292,-300,148,-290,-289,-274,-273,-283,-92,209,-253,-300
"801200.SI",0.756824747991981,0.578037442863694,0.451255971472675,0.338320442817541,0.591569828117572,0.608600494934399,0.49432441375141,0.291557820276486,0.748105952784813,0.738316283272485,0.498263246925719,0.350731303518192,0.536974289180983,0.514577662949558,1,0.530678520006142,0.686928382818335,0.632393493230643,0.232357319203179,0.794762724642636,0.602009795551991,0.63758231837205,0.412320164851315,0.654358697549778,0.118242100830077,0.283834269415657,0.577715271824826,0.728471005171477,-2,-216,1,-225,-171,1,1,-216,-2,-1,1,300,-2,283,0,-1,-2,-133,-274,0,2,3,6,2,300,300,2,-1
"801210.SI",0.473045435039329,-0.0018767857483405,0.435115768304481,0.582356471287332,0.352496501894961,0.748544669603669,0.5689448739314,0.180474122288663,0.727664462126906,0.811637073792386,0.571592753349009,0.313224391235408,0.450932133125661,0.378063610605669,0.530678520006142,1,0.78682912009594,0.217695254307331,0.53228651650003,0.425284692833808,0.440857976774394,0.679966046825849,0.615015803452884,0.486394340383274,0.0894760889258225,0.388677323110122,0.628391998749603,0.354325580120874,-1,-170,1,-237,-128,1,3,-3,0,1,2,-297,-275,276,1,0,0,-136,-278,2,3,5,13,3,111,246,0,1
"801230.SI",0.598535982820041,0.278439763124204,0.530975197033316,0.500513536232052,0.433578223374286,0.788681195937383,0.601926980775795,0.192116507812064,0.861703449719466,0.898246665612806,0.525240842073845,0.249876568307972,0.47076199326476,0.38422156193641,0.686928382818335,0.78682912009594,1,0.613037102922078,0.404616548759382,0.660721347453467,0.705436070262263,0.687615043567729,0.484015838444678,0.591199699385933,0.156457171309274,0.420350391048174,0.706606309132043,0.734157683162705,1,-164,1,-200,-127,2,5,-214,1,1,4,300,0,292,2,0,0,1,-282,4,5,6,11,4,300,237,3,4
"801710.SI",0.488537889470295,0.614146385594489,0.212529354582477,0.196682058909197,0.629675035763294,0.471837982513483,0.428836276776857,0.545026287916789,0.500208934228852,0.408306637911993,0.464956729375715,0.0304174030526136,0.204287678277603,0.232730526822853,0.632393493230643,0.217695254307331,0.613037102922078,1,0.173906854521056,0.623924147189432,0.524150166191422,0.278670633199959,0.156672882328855,0.28446539246402,0.120162791072545,0.1854905385131,0.492017037825912,0.811191946506575,3,-86,0,-145,-5,56,7,-252,0,1,135,119,129,300,133,136,-1,0,70,58,2,134,136,134,300,300,5,4
"801720.SI",0.214713110986311,0.218867987605702,0.269868882137158,0.458574955045448,0.132538879991395,0.440782665952802,0.5780398851524,0.225064840714935,0.271644616466387,0.475044424116039,0.299993952508378,0.612186870443644,0.46349065946095,0.664908484572804,0.232357319203179,0.53228651650003,0.404616548759382,0.173906854521056,1,0.219326720826309,0.331558844784835,0.41291036556888,0.540592375483615,0.308120924400838,0.317901734827527,0.453706104838259,0.446086478980406,0.313835833974286,164,-215,268,119,206,294,300,-280,-144,286,299,-4,0,-148,274,278,282,-70,0,293,298,298,300,290,-215,82,283,-3
"801730.SI",0.704231773624379,0.560575630094018,0.541345153211422,0.438349264679178,0.515024415913252,0.687952567561734,0.588648536294829,0.203987644740365,0.588127687296575,0.67168542156956,0.63551033210235,0.37333483929785,0.390708962144082,0.519854251501929,0.794762724642636,0.425284692833808,0.660721347453467,0.623924147189432,0.219326720826309,1,0.568853723407619,0.627181027024482,0.501838838642198,0.7974624155145,0.217398351042726,0.317136851536762,0.653377719665408,0.739947261180629,0,-216,1,-226,-142,0,1,-300,-3,-1,2,2,-2,290,0,-2,-4,-58,-293,0,-1,3,8,2,300,300,0,-2
"801740.SI",0.333595614986431,0.216309526637535,0.261639351362225,0.517457227150944,0.303246017503006,0.553323237144737,0.453583965361025,0.218259524634546,0.547958497482442,0.658205324097665,0.404974301952692,0.301999573848877,0.596031664638543,0.308319133235027,0.602009795551991,0.440857976774394,0.705436070262263,0.524150166191422,0.331558844784835,0.568853723407619,1,0.645585265279607,0.408582809511002,0.440838026080541,0.342996286028787,0.385645955590754,0.577218733882573,0.758281024385241,-2,-167,-162,-174,-3,1,46,-217,-4,-4,172,-2,-7,289,-2,-3,-5,-2,-298,1,0,2,56,0,300,114,2,0
"801750.SI",0.434016923832472,0.0889766067303839,0.511917930761425,0.548688405091416,0.21972402574266,0.634687500109929,0.496927185498131,-0.124643466325585,0.643065598494837,0.806723128068205,0.487141268509835,0.51776301088006,0.752622706251292,0.466613268600651,0.63758231837205,0.679966046825849,0.687615043567729,0.278670633199959,0.41291036556888,0.627181027024482,0.645585265279607,1,0.787654148315061,0.763056786677619,0.241936899453512,0.451563483493021,0.491286111500546,0.540751450360969,-5,-225,-3,-280,-164,-2,-4,-250,-6,-4,-1,-3,-11,274,-3,-5,-6,-134,-298,-3,-2,0,2,-2,239,107,-3,-3
"801760.SI",0.285937847392648,-0.0522014527326721,0.415808020909529,0.730669273640692,0.17854991183762,0.649560343293441,0.660721149518522,0.0652947870904239,0.307220309544811,0.618075753108614,0.66813847766207,0.52675001062132,0.622669203634755,0.336330588064212,0.412320164851315,0.615015803452884,0.484015838444678,0.156672882328855,0.540592375483615,0.501838838642198,0.408582809511002,0.787654148315061,1,0.645353636431499,0.356879082624511,0.508489954792042,0.506288631134209,0.297932610910403,-55,-227,-4,-290,-171,-5,-12,300,-10,-7,-2,-2,-300,273,-6,-13,-11,-136,-300,-8,-56,-2,0,-4,110,-290,-101,-157
"801770.SI",0.675540243208287,0.353266779641048,0.791260840100145,0.458632644847119,0.279294432523815,0.554192207339643,0.513406621810965,-0.10757274981697,0.593025850310109,0.73422071796229,0.492812773015455,0.557286229181635,0.583715130242017,0.433303753717633,0.654358697549778,0.486394340383274,0.591199699385933,0.28446539246402,0.308120924400838,0.7974624155145,0.440838026080541,0.763056786677619,0.645353636431499,1,0.169861363999832,0.436281809525959,0.395811652264243,0.516625252961433,-2,-245,0,-271,-176,0,-1,-131,-3,-1,1,-2,-4,283,-2,-3,-4,-134,-290,-2,0,2,4,0,300,242,-2,-1
"801780.SI",0.00758448464366265,0.145259534445405,0.162682156078538,0.159129501187569,0.156841193089825,0.245371805244431,0.371013229454375,0.214887434455751,-0.0143435626958885,0.178904596741329,0.378415518011547,0.184468661250759,0.141494152382397,0.296585686914982,0.118242100830077,0.0894760889258225,0.156457171309274,0.120162791072545,0.317901734827527,0.217398351042726,0.342996286028787,0.241936899453512,0.356879082624511,0.169861363999832,1,0.215559404688231,0.315705841116085,0.15762244845209,-300,278,62,-300,300,-300,-241,300,300,-300,-112,-300,-300,92,-300,-111,-300,-300,215,-300,-300,-239,-110,-300,0,-196,-300,-300
"801790.SI",0.466306699344712,-0.0995379402029673,0.475084327582734,0.460222245728782,0.00927729250689182,0.371386258968529,0.463814899899009,0.0139039652681181,0.465291706611488,0.496766405995677,0.235501704114607,0.426704722512735,0.609271549917468,0.319007337838362,0.283834269415657,0.388677323110122,0.420350391048174,0.1854905385131,0.453706104838259,0.317136851536762,0.385645955590754,0.451563483493021,0.508489954792042,0.436281809525959,0.215559404688231,1,0.308299105877422,0.172225080658377,-300,-300,-300,-97,-300,-300,261,-300,-260,-215,278,-114,-129,-209,-300,-246,-237,-300,-82,-300,-114,-107,290,-242,196,0,-300,-300
"801880.SI",0.351081957136278,0.275592710881862,0.279827544793054,0.58145395076964,0.45713241363869,0.782626231383773,0.686684492219873,0.200896926322387,0.501821611979588,0.630819936040304,0.576061240227455,0.333538878420231,0.444472230043061,0.379543517319747,0.577715271824826,0.628391998749603,0.706606309132043,0.492017037825912,0.446086478980406,0.653377719665408,0.577218733882573,0.491286111500546,0.506288631134209,0.395811652264243,0.315705841116085,0.308299105877422,1,0.61643070304812,-2,-212,0,-204,-126,0,0,-255,-2,-1,3,227,-232,253,-2,0,-3,-5,-283,0,-2,3,101,2,300,300,0,-164
"801890.SI",0.583723728064049,0.54592869448586,0.309170269417569,0.391832917046873,0.499739161776101,0.579175221856269,0.433920520091462,0.402632215716733,0.675456414069235,0.622848867132158,0.485852084994802,0.145084243921509,0.422495157087537,0.399021488735125,0.728471005171477,0.354325580120874,0.734157683162705,0.811191946506575,0.313835833974286,0.739947261180629,0.758281024385241,0.540751450360969,0.297932610910403,0.516625252961433,0.15762244845209,0.172225080658377,0.61643070304812,1,0,-162,-2,-60,-131,2,1,-254,-3,-2,151,-2,-3,300,1,-1,-4,-4,3,2,0,3,157,1,300,300,164,0
